YEAR,DOY,T2M,T2M_MAX,T2M_MIN,T2M_RANGE,PRECTOTCORR,RH2M,WS2M,WS2M_MAX,PS,QV2M,Country,Month,Date
2021,237,16.48,25.15,12.22,6.68,1.36,68.34,1.13,4.36,76.82,11.64,Kenya,9,2021-09-01
2019,42,19.86,22.76,14.47,7.34,13.12,54.09,0.91,6.96,77.66,7.87,Kenya,6,2019-06-01
2023,89,19.62,22.13,17.09,7.32,1.59,67.88,2.88,5.08,78.05,10.1,Kenya,11,2023-11-01
2021,296,20.25,24.63,16.19,6.85,3.09,75.62,3.11,4.84,77.33,9.34,Kenya,3,2021-03-01
2016,328,20.46,20.38,17.26,5.66,6.27,66.68,2.42,3.24,77.68,12.09,Kenya,1,2016-01-01
2018,295,18.07,19.51,17.46,6.81,1.11,78.74,0.19,4.52,76.7,10.93,Kenya,4,2018-04-01
2023,104,18.29,22.99,12.77,5.92,13.13,49.57,2.48,5.5,76.49,9.62,Kenya,12,2023-12-01
2016,14,20.09,22.22,19.55,6.23,0.84,45.09,0.2,3.84,79.69,7.44,Kenya,9,2016-09-01
2024,288,18.74,24.11,16.0,4.12,4.57,67.61,1.34,3.88,77.83,6.81,Kenya,3,2024-03-01
2023,179,21.81,25.18,15.27,6.09,4.13,67.76,2.87,4.14,75.83,10.62,Kenya,12,2023-12-01
2024,125,20.07,24.07,17.42,6.76,7.06,31.6,2.66,3.34,75.27,8.57,Kenya,9,2024-09-01
2019,353,23.73,25.02,17.21,6.68,0.89,58.76,2.46,4.27,76.53,11.33,Kenya,7,2019-07-01
2016,23,21.64,23.64,19.39,3.42,6.47,54.91,3.31,4.24,78.19,6.71,Kenya,12,2016-12-01
2018,63,22.21,23.99,17.54,6.19,0.86,51.08,2.56,5.48,77.05,13.19,Kenya,4,2018-04-01
2021,143,20.27,22.77,19.32,3.11,7.23,54.89,-0.02,3.81,74.78,11.33,Kenya,3,2021-03-01
2022,153,20.31,23.93,15.12,6.35,3.66,70.96,1.63,4.67,76.82,10.2,Kenya,10,2022-10-01
2017,145,23.46,23.33,17.28,4.6,3.43,54.83,1.96,3.84,77.0,13.37,Kenya,5,2017-05-01
2015,225,19.24,23.65,14.77,9.41,7.41,55.17,1.84,4.64,74.58,11.9,Kenya,5,2015-05-01
2018,309,21.09,22.67,17.2,6.24,10.78,48.81,1.38,3.75,77.02,9.05,Kenya,3,2018-03-01
2016,104,19.47,24.62,16.77,7.6,12.56,77.69,0.97,4.57,75.99,10.16,Kenya,12,2016-12-01
2022,104,19.46,21.58,16.69,10.22,7.32,69.35,4.4,4.73,75.16,6.07,Kenya,9,2022-09-01
2018,39,17.66,22.96,16.7,4.37,4.39,40.08,1.61,2.93,78.6,12.13,Kenya,4,2018-04-01
2016,198,18.51,25.62,18.47,6.87,4.14,55.18,4.35,5.1,75.94,9.41,Kenya,11,2016-11-01
2020,134,18.14,21.1,13.79,3.63,4.01,70.29,0.86,3.83,76.33,6.05,Kenya,5,2020-05-01
2020,67,21.19,18.68,15.2,6.69,4.07,77.81,2.66,3.53,76.32,7.64,Kenya,4,2020-04-01
2024,179,22.08,23.73,16.92,9.53,2.01,73.41,2.23,3.29,77.0,11.74,Kenya,5,2024-05-01
2018,42,19.81,22.49,14.64,4.74,6.16,61.44,1.08,4.3,78.77,13.23,Kenya,7,2018-07-01
2020,15,20.46,25.02,17.09,4.23,8.61,45.69,1.53,4.0,75.8,10.04,Kenya,9,2020-09-01
2016,111,19.7,22.74,16.9,5.82,1.09,73.7,1.98,4.37,76.69,8.04,Kenya,7,2016-07-01
2024,157,18.38,21.79,14.19,10.09,1.17,62.03,1.16,4.39,77.12,7.16,Kenya,5,2024-05-01
2016,289,21.72,22.85,14.09,7.54,2.3,65.69,1.74,4.61,76.13,12.83,Kenya,10,2016-10-01
2024,231,21.31,25.19,11.75,4.19,0.08,63.23,-0.36,6.78,76.68,10.9,Kenya,10,2024-10-01
2018,157,16.21,24.15,14.56,8.91,5.21,51.44,2.71,4.04,77.59,9.34,Kenya,7,2018-07-01
2022,38,19.43,18.13,17.03,2.69,1.98,68.64,3.23,3.27,76.24,8.86,Kenya,10,2022-10-01
2021,97,18.24,23.37,17.31,10.27,3.16,67.26,2.45,1.98,76.66,11.34,Kenya,5,2021-05-01
2023,289,19.22,23.47,17.4,7.71,9.04,60.74,4.26,2.8,76.57,11.29,Kenya,3,2023-03-01
2022,254,18.66,22.96,15.44,9.53,11.51,69.71,2.68,5.24,76.9,8.21,Kenya,7,2022-07-01
2019,196,19.91,21.78,16.96,2.7,2.48,51.26,3.14,4.72,77.24,7.72,Kenya,11,2019-11-01
2016,86,19.34,25.39,17.79,6.34,5.73,62.31,3.24,2.65,77.59,7.82,Kenya,11,2016-11-01
2019,322,19.3,25.49,14.46,5.73,7.37,65.26,-0.75,6.46,78.94,9.06,Kenya,2,2019-02-01
2022,10,22.21,18.59,17.25,3.99,4.46,47.65,2.42,4.33,74.34,8.62,Kenya,12,2022-12-01
2024,5,21.11,21.4,18.31,3.41,3.8,64.43,0.62,4.46,76.83,13.24,Kenya,9,2024-09-01
2023,123,18.59,22.71,16.02,7.01,15.67,72.34,0.82,6.24,75.64,8.99,Kenya,10,2023-10-01
2023,330,18.89,24.9,19.12,7.2,6.39,61.97,0.99,5.74,76.61,7.5,Kenya,10,2023-10-01
2015,353,20.98,23.07,16.07,8.6,1.77,64.66,1.69,4.78,77.88,7.61,Kenya,12,2015-12-01
2023,118,20.98,21.63,15.28,4.99,0.2,70.62,2.65,4.83,78.2,9.63,Kenya,1,2023-01-01
2021,294,18.79,24.42,18.11,5.72,7.11,61.12,2.43,4.92,78.24,6.36,Kenya,6,2021-06-01
2023,159,19.53,22.58,21.07,3.24,5.35,62.02,1.99,3.76,78.24,9.88,Kenya,7,2023-07-01
2022,303,23.69,22.77,17.17,9.08,12.74,53.23,2.72,4.29,76.83,7.33,Kenya,8,2022-08-01
2015,228,18.83,22.95,18.27,6.14,1.07,64.85,2.78,4.57,78.4,12.32,Kenya,10,2015-10-01
2022,216,23.82,24.15,15.98,7.45,6.68,61.65,2.44,3.87,78.6,10.23,Kenya,9,2022-09-01
2022,184,22.21,22.38,14.52,7.52,0.32,69.99,0.28,3.03,77.14,14.24,Kenya,2,2022-02-01
2025,15,23.45,24.37,17.33,8.92,7.41,70.63,1.26,3.73,78.18,9.54,Kenya,11,2025-11-01
2017,157,18.74,22.85,17.65,4.34,0.86,72.91,2.03,3.01,77.04,3.74,Kenya,10,2017-10-01
2015,136,19.66,20.87,16.28,7.4,1.1,59.92,2.73,4.06,78.41,12.92,Kenya,2,2015-02-01
2022,261,19.1,22.93,18.26,5.95,3.1,43.23,0.67,2.22,76.84,11.0,Kenya,5,2022-05-01
2017,157,22.25,20.97,15.69,10.21,4.15,72.42,1.99,4.34,76.39,11.31,Kenya,5,2017-05-01
2017,47,18.86,23.08,15.2,4.33,3.94,69.31,0.43,2.37,75.88,7.99,Kenya,6,2017-06-01
2015,324,21.46,24.66,19.12,8.34,1.91,58.65,3.03,3.6,76.83,9.91,Kenya,3,2015-03-01
2025,332,21.36,20.85,19.13,6.7,0.51,70.55,2.24,4.5,77.08,10.37,Kenya,8,2025-08-01
2019,173,19.9,23.73,15.73,6.6,0.2,50.51,0.65,4.79,76.05,9.52,Kenya,1,2019-01-01
2024,130,22.6,21.34,20.44,6.11,2.09,75.3,0.65,4.67,76.75,6.53,Kenya,6,2024-06-01
2021,95,20.22,23.4,16.43,8.69,7.71,61.66,2.39,4.32,76.47,15.54,Kenya,4,2021-04-01
2024,115,21.67,24.72,17.17,6.53,0.22,56.71,3.37,2.88,75.92,11.67,Kenya,1,2024-01-01
2023,243,19.01,18.74,16.83,2.95,6.97,58.78,0.9,4.98,78.04,10.84,Kenya,7,2023-07-01
2021,292,18.55,20.77,18.05,8.44,4.32,62.69,2.79,2.9,78.21,12.63,Kenya,9,2021-09-01
2023,282,21.46,22.26,17.54,8.07,6.63,64.88,1.46,5.09,78.03,11.29,Kenya,4,2023-04-01
2022,299,20.86,23.63,17.52,7.17,0.98,65.48,2.82,4.63,76.92,8.65,Kenya,4,2022-04-01
2016,283,20.49,22.67,14.96,3.74,0.2,60.7,2.68,5.36,76.98,12.5,Kenya,6,2016-06-01
2015,69,19.31,22.91,13.62,4.05,0.25,67.0,2.16,4.02,75.94,11.7,Kenya,12,2015-12-01
2021,148,23.1,27.09,19.28,2.25,1.27,65.08,0.17,3.18,77.41,8.72,Kenya,3,2021-03-01
2021,11,17.77,20.58,15.91,6.92,8.53,58.52,2.68,2.71,77.17,11.58,Kenya,12,2021-12-01
2022,254,17.66,25.27,16.9,3.3,2.43,57.02,2.5,2.82,79.84,9.52,Kenya,6,2022-06-01
2019,330,21.88,22.3,17.65,2.56,7.2,71.08,2.41,2.36,78.09,10.42,Kenya,7,2019-07-01
2017,360,21.72,24.1,20.26,8.55,1.84,70.24,2.2,4.94,77.32,11.2,Kenya,11,2017-11-01
2022,38,20.71,27.26,17.32,7.54,1.08,65.57,1.12,5.07,76.96,12.74,Kenya,10,2022-10-01
2020,134,19.42,24.38,16.21,5.33,7.77,74.24,3.08,4.55,78.0,8.71,Kenya,10,2020-10-01
2025,200,21.0,23.74,15.95,5.73,1.03,45.39,2.9,3.97,76.08,10.73,Kenya,3,2025-03-01
2017,23,23.44,26.2,16.93,1.19,8.06,59.36,0.92,6.06,78.14,14.03,Kenya,7,2017-07-01
2015,303,25.03,25.25,15.18,7.83,0.14,53.44,3.31,3.9,75.91,9.65,Kenya,3,2015-03-01
2017,346,16.69,21.4,17.06,4.61,1.39,87.56,2.13,4.22,76.44,10.39,Kenya,2,2017-02-01
2019,302,19.16,23.59,16.9,6.66,11.35,72.13,2.13,3.95,75.16,14.03,Kenya,12,2019-12-01
2017,363,19.04,19.57,20.28,1.02,0.82,64.21,1.82,3.66,77.61,11.27,Kenya,10,2017-10-01
2015,218,23.25,21.92,16.83,7.96,3.73,72.85,1.92,4.63,77.25,7.05,Kenya,4,2015-04-01
2019,141,15.04,23.63,13.15,4.49,6.08,76.16,3.37,3.37,76.44,8.41,Kenya,12,2019-12-01
2024,104,21.03,21.8,22.35,3.25,4.13,76.06,3.03,3.3,76.07,11.38,Kenya,8,2024-08-01
2021,210,19.49,23.55,18.91,5.32,4.28,74.22,3.01,4.68,78.38,10.85,Kenya,9,2021-09-01
2021,111,23.28,22.97,21.16,4.81,2.72,62.37,2.18,3.5,76.87,10.33,Kenya,7,2021-07-01
2025,104,23.0,24.07,14.69,8.15,3.51,59.99,2.89,4.13,76.23,14.32,Kenya,1,2025-01-01
2023,316,20.73,22.15,16.56,5.16,4.74,55.38,1.17,3.66,78.92,8.77,Kenya,3,2023-03-01
2024,171,16.84,21.12,18.35,8.73,0.66,70.02,2.58,3.99,76.34,9.85,Kenya,12,2024-12-01
2024,356,18.85,25.96,18.07,6.66,6.88,63.41,1.85,3.33,78.14,6.07,Kenya,9,2024-09-01
2017,324,19.07,22.01,17.61,7.79,9.86,60.82,-0.06,3.36,75.85,12.32,Kenya,12,2017-12-01
2021,133,17.35,24.32,12.6,6.0,6.03,60.29,0.41,3.18,76.65,8.4,Kenya,1,2021-01-01
2015,293,22.31,25.87,13.58,8.54,9.87,79.5,1.34,4.84,77.5,12.11,Kenya,9,2015-09-01
2018,328,17.09,23.33,20.04,3.69,0.94,74.53,2.42,4.17,76.94,11.9,Kenya,8,2018-08-01
2018,127,23.93,21.29,20.39,6.23,2.35,83.3,1.34,4.92,77.24,14.7,Kenya,1,2018-01-01
2019,106,23.93,22.64,16.79,5.21,1.56,70.29,1.41,5.03,76.46,11.3,Kenya,6,2019-06-01
2021,92,19.23,25.04,19.78,8.79,3.94,65.57,2.76,3.54,75.4,9.29,Kenya,5,2021-05-01
2021,287,20.66,23.41,14.95,9.0,3.33,64.75,1.44,4.88,78.47,10.91,Kenya,6,2021-06-01
2025,51,19.86,20.59,15.41,6.0,8.38,54.8,3.33,3.99,76.52,8.48,Kenya,10,2025-10-01
2018,29,21.8,24.19,14.8,3.42,0.71,52.39,3.17,3.84,77.29,10.64,Kenya,12,2018-12-01
2021,296,22.55,24.54,15.3,6.85,11.3,70.07,2.02,5.25,77.7,9.6,Kenya,5,2021-05-01
2025,297,20.52,22.29,18.45,2.67,6.32,55.65,2.75,4.55,77.31,9.86,Kenya,6,2025-06-01
2017,214,20.94,24.22,15.28,9.25,3.45,67.11,2.62,3.65,76.29,8.2,Kenya,5,2017-05-01
2020,267,18.76,23.49,21.48,5.05,2.1,76.15,1.75,4.49,78.16,10.6,Kenya,11,2020-11-01
2016,257,20.87,22.61,17.92,5.94,1.47,58.35,2.86,2.73,77.51,11.65,Kenya,12,2016-12-01
2024,302,20.33,20.41,19.17,4.64,1.79,85.1,3.01,4.25,77.2,6.7,Kenya,5,2024-05-01
2023,101,18.18,25.16,17.98,4.2,3.84,55.09,1.05,2.5,77.18,8.62,Kenya,4,2023-04-01
2019,346,19.97,24.52,19.43,7.47,1.96,74.9,2.15,3.02,78.68,10.34,Kenya,3,2019-03-01
2020,110,19.23,24.17,15.26,5.68,0.2,69.25,2.14,4.58,76.27,5.31,Kenya,3,2020-03-01
2018,182,18.78,26.09,19.89,6.08,3.87,76.94,2.85,1.33,77.42,13.48,Kenya,4,2018-04-01
2025,313,17.71,24.89,17.28,3.99,1.18,53.84,1.56,5.8,76.47,8.58,Kenya,9,2025-09-01
2024,1,20.13,24.37,19.42,7.71,4.61,88.07,1.4,4.83,75.06,8.12,Kenya,2,2024-02-01
2021,319,18.44,18.57,14.12,7.92,1.88,63.21,2.17,2.16,75.04,9.59,Kenya,9,2021-09-01
2023,55,19.06,25.39,17.36,5.58,6.48,71.77,3.18,6.4,75.99,10.27,Kenya,1,2023-01-01
2021,149,22.15,23.17,17.29,8.54,7.95,79.44,0.8,6.67,76.34,8.49,Kenya,1,2021-01-01
2015,309,21.26,23.62,15.76,5.79,7.94,58.95,0.98,3.82,79.17,11.96,Kenya,5,2015-05-01
2015,137,18.04,23.64,17.63,7.56,4.59,73.26,1.48,3.07,77.7,10.8,Kenya,6,2015-06-01
2023,202,20.7,24.55,20.08,2.75,5.17,57.29,1.66,5.69,77.79,8.33,Kenya,6,2023-06-01
2025,313,20.27,25.24,15.61,6.71,1.39,78.97,0.23,3.66,76.36,8.96,Kenya,3,2025-03-01
2023,117,23.4,24.27,18.92,5.46,6.39,57.4,3.5,4.16,77.06,6.97,Kenya,7,2023-07-01
2018,154,22.77,23.95,14.75,6.31,6.95,65.39,1.87,5.22,79.31,7.49,Kenya,9,2018-09-01
2023,291,16.93,23.46,21.22,6.22,4.84,68.06,1.72,3.85,75.79,10.78,Kenya,11,2023-11-01
2017,63,21.72,16.3,18.57,6.25,4.89,72.84,3.62,3.76,77.46,8.35,Kenya,12,2017-12-01
2021,244,22.53,22.42,20.45,7.23,9.84,84.68,2.72,2.73,78.61,13.61,Kenya,10,2021-10-01
2020,25,21.12,21.12,18.34,4.87,1.22,60.48,1.46,3.37,77.97,10.14,Kenya,8,2020-08-01
2022,90,19.33,25.42,17.78,7.14,0.13,76.39,2.16,3.74,78.8,7.29,Kenya,6,2022-06-01
2025,75,24.83,24.24,18.59,8.47,0.9,84.7,1.96,2.76,77.21,7.71,Kenya,12,2025-12-01
2023,294,21.3,22.08,16.73,3.18,4.52,66.66,3.45,2.85,77.6,12.11,Kenya,8,2023-08-01
2019,210,23.95,22.28,13.76,4.44,3.63,59.5,1.83,4.03,77.11,9.85,Kenya,12,2019-12-01
2015,347,22.7,22.21,17.89,4.52,3.15,47.7,0.56,2.15,77.53,11.98,Kenya,5,2015-05-01
2017,17,20.93,22.18,15.49,3.82,3.99,83.83,0.12,3.12,76.08,9.27,Kenya,8,2017-08-01
2024,128,18.84,20.11,14.8,5.05,5.08,62.56,3.48,5.94,77.79,8.88,Kenya,10,2024-10-01
2022,364,19.95,19.68,18.27,8.07,0.99,54.99,1.21,3.65,77.29,12.24,Kenya,12,2022-12-01
2025,251,19.56,23.06,16.44,8.9,4.37,51.42,2.67,3.53,77.06,8.28,Kenya,4,2025-04-01
2020,179,17.57,25.15,19.06,6.21,5.22,54.97,2.07,3.65,78.75,10.98,Kenya,10,2020-10-01
2022,182,21.3,21.92,15.42,5.35,0.56,74.2,1.58,3.67,76.73,9.58,Kenya,8,2022-08-01
2023,152,23.13,23.61,16.06,7.61,5.1,75.58,1.74,4.57,78.21,11.76,Kenya,10,2023-10-01
2018,25,19.4,24.47,19.3,1.27,3.4,71.52,3.58,4.5,78.31,13.64,Kenya,12,2018-12-01
2015,180,24.33,21.01,17.56,3.89,0.16,66.32,0.55,3.61,77.86,9.22,Kenya,2,2015-02-01
2015,198,16.88,22.96,14.05,1.36,4.41,52.54,1.61,3.79,76.03,8.91,Kenya,12,2015-12-01
2024,344,22.11,21.67,17.52,3.87,1.55,57.7,2.91,5.31,77.36,11.33,Kenya,12,2024-12-01
2018,161,23.34,26.21,19.96,4.47,6.49,53.93,0.72,2.49,78.96,7.84,Kenya,5,2018-05-01
2021,177,19.59,26.12,16.04,8.96,1.8,70.73,3.32,3.94,75.18,13.23,Kenya,9,2021-09-01
2016,285,19.63,21.02,18.2,0.48,3.45,54.37,2.89,4.14,76.81,12.89,Kenya,4,2016-04-01
2017,63,22.09,23.77,15.3,5.17,4.33,57.86,2.27,3.22,78.16,8.0,Kenya,11,2017-11-01
2015,150,21.01,25.14,16.73,7.24,4.15,63.17,1.5,3.88,76.88,6.83,Kenya,6,2015-06-01
2019,154,16.01,24.7,19.18,6.82,2.41,48.3,0.59,3.09,77.81,7.68,Kenya,1,2019-01-01
2015,156,18.31,23.16,17.44,8.92,6.75,65.47,2.71,4.64,78.41,7.71,Kenya,9,2015-09-01
2022,49,19.97,25.61,19.58,6.32,6.49,63.93,4.75,2.66,77.23,11.6,Kenya,1,2022-01-01
2015,337,17.26,21.19,17.85,6.75,1.35,76.84,2.15,5.06,77.51,13.1,Kenya,5,2015-05-01
2025,84,19.05,22.39,21.44,2.32,0.3,56.8,0.17,3.93,77.09,11.58,Kenya,4,2025-04-01
2015,361,17.31,21.24,13.87,4.02,2.29,52.01,2.46,3.55,77.3,9.53,Kenya,12,2015-12-01
2016,177,19.26,24.56,16.57,2.43,0.79,61.26,2.86,3.0,79.1,10.68,Kenya,3,2016-03-01
2016,148,19.33,21.83,14.83,7.15,6.2,54.02,1.08,5.03,76.94,8.26,Kenya,6,2016-06-01
2020,118,20.7,22.66,14.97,6.7,3.74,65.39,1.35,3.35,76.65,12.19,Kenya,2,2020-02-01
2021,342,19.82,24.24,14.99,6.63,2.47,46.4,1.25,2.83,78.04,10.86,Kenya,3,2021-03-01
2019,63,21.01,24.4,17.34,4.24,1.11,58.95,1.47,5.05,76.16,11.55,Kenya,5,2019-05-01
2015,189,20.77,21.19,17.45,4.05,8.94,55.72,1.83,3.1,76.39,8.54,Kenya,9,2015-09-01
2015,360,22.06,25.11,17.85,6.42,10.68,70.68,1.14,3.91,76.39,9.66,Kenya,2,2015-02-01
2017,49,21.75,23.91,14.75,4.66,5.69,56.89,0.76,4.82,76.74,11.45,Kenya,10,2017-10-01
2016,327,21.54,20.84,16.35,3.96,1.94,47.64,2.17,4.16,76.79,12.89,Kenya,8,2016-08-01
2019,257,26.21,20.34,15.07,4.98,0.8,62.98,1.82,5.73,77.7,8.78,Kenya,2,2019-02-01
2024,224,20.69,22.97,18.87,4.68,5.75,68.2,1.56,3.17,76.66,11.56,Kenya,11,2024-11-01
2020,141,25.19,24.7,15.26,4.27,3.38,62.29,2.08,3.79,77.74,8.58,Kenya,5,2020-05-01
2021,215,20.82,24.75,16.57,3.55,5.05,58.89,0.48,3.87,77.86,14.23,Kenya,7,2021-07-01
2018,211,19.83,23.71,18.12,6.9,8.16,58.28,2.26,4.62,76.35,9.17,Kenya,8,2018-08-01
2021,318,19.25,23.1,15.77,9.11,9.73,66.13,1.58,5.29,77.84,11.29,Kenya,1,2021-01-01
2025,32,23.02,24.02,18.39,5.92,6.69,56.11,2.24,4.07,77.93,10.33,Kenya,6,2025-06-01
2022,158,23.28,21.29,20.19,6.44,2.46,61.72,2.4,3.86,75.24,15.21,Kenya,1,2022-01-01
2025,285,21.2,26.37,17.38,7.07,0.18,72.5,3.13,2.52,77.29,10.46,Kenya,2,2025-02-01
2015,305,22.27,26.35,18.8,6.73,6.29,51.99,2.1,4.11,76.49,8.97,Kenya,1,2015-01-01
2020,286,17.45,23.86,12.85,4.31,10.98,64.56,3.07,3.35,78.3,11.28,Kenya,11,2020-11-01
2022,144,16.9,23.39,16.14,9.44,1.22,47.11,1.68,4.62,76.48,11.23,Kenya,5,2022-05-01
2019,19,22.49,22.18,17.37,4.49,14.67,67.28,1.73,3.59,75.66,9.69,Kenya,10,2019-10-01
2018,18,19.75,24.06,14.89,7.3,12.78,55.21,1.91,3.76,76.97,7.81,Kenya,9,2018-09-01
2016,257,21.5,21.62,17.42,7.06,1.52,75.2,2.77,2.54,76.1,8.94,Kenya,6,2016-06-01
2020,78,18.57,18.55,19.12,2.08,0.54,50.23,2.63,2.19,77.85,11.76,Kenya,11,2020-11-01
2020,175,23.31,17.57,13.24,5.28,5.33,69.42,2.14,5.86,76.19,6.51,Kenya,11,2020-11-01
2025,194,16.92,21.4,14.62,6.11,5.77,77.21,0.77,4.13,76.98,9.5,Kenya,1,2025-01-01
2015,113,17.23,23.31,17.37,6.27,0.81,54.69,2.61,4.4,78.55,11.99,Kenya,1,2015-01-01
2023,114,22.89,23.66,17.92,6.6,0.31,56.38,1.14,3.09,78.1,9.81,Kenya,2,2023-02-01
2025,222,14.78,22.03,18.48,7.52,12.26,55.56,1.08,4.88,77.48,14.35,Kenya,9,2025-09-01
2020,166,20.76,23.28,17.22,5.98,3.81,60.14,0.86,4.7,76.87,6.51,Kenya,3,2020-03-01
2017,319,19.79,22.45,17.92,6.71,1.58,70.17,1.92,3.2,77.38,8.08,Kenya,1,2017-01-01
2018,132,18.53,21.0,18.81,5.91,0.16,59.32,3.21,2.94,77.69,5.37,Kenya,5,2018-05-01
2025,264,19.6,22.89,16.17,3.97,7.47,53.79,1.03,3.27,76.01,13.99,Kenya,7,2025-07-01
2018,55,18.3,24.63,15.78,6.06,0.52,44.81,3.68,3.97,77.85,8.11,Kenya,6,2018-06-01
2017,359,23.08,21.09,16.66,7.5,2.75,81.02,2.91,4.17,75.9,6.03,Kenya,12,2017-12-01
2024,131,23.61,21.09,17.4,8.22,0.2,81.8,0.54,4.04,77.57,8.78,Kenya,1,2024-01-01
2017,288,18.63,20.86,15.68,7.07,4.59,70.6,1.62,5.3,75.89,7.21,Kenya,5,2017-05-01
2017,266,20.55,19.13,16.21,8.67,1.98,56.9,0.96,3.29,78.96,8.79,Kenya,5,2017-05-01
2018,162,17.35,22.04,17.8,6.84,0.49,72.48,2.66,2.91,77.76,10.08,Kenya,6,2018-06-01
2021,87,22.15,24.43,17.32,7.73,1.68,74.49,1.01,4.0,75.44,11.61,Kenya,3,2021-03-01
